contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL52_347473__full	7524	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_39234__full	8517	No	NA	16	0	0	Low-quality	Genome-fragment	2.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL52_354180__full	11657	No	NA	13	0	0	Low-quality	Genome-fragment	2.91	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL52_93903__full	5104	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_12719__full	9627	No	NA	14	1	1	Low-quality	Genome-fragment	14.57	HMM-based (lower-bound)	0.0	1.0	
TLL52_41588__full	5307	No	NA	9	0	0	Low-quality	Genome-fragment	9.54	AAI-based (medium-confidence)	0.0	1.08	no viral genes detected
TLL52_44828__full	5879	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_65802__full	5819	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL52_70282__full	6487	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_81635__full	6982	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_114134__full	5348	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_119604__full	7156	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_125879__full	7344	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_144540__full	7651	No	NA	8	2	0	Low-quality	Genome-fragment	12.82	AAI-based (medium-confidence)	0.0	1.0	
TLL52_182700__full	6870	No	NA	3	0	0	Low-quality	Genome-fragment	6.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_186711__full	6116	No	NA	7	0	0	Low-quality	Genome-fragment	14.45	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_214140__full	5346	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_301245__full	7723	No	NA	11	3	3	Low-quality	Genome-fragment	5.82	HMM-based (lower-bound)	0.0	1.0	
TLL52_357505__full	5481	No	NA	9	1	0	Low-quality	Genome-fragment	10.67	AAI-based (medium-confidence)	0.0	1.0	
TLL52_412859__full	7125	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_4256__0_partial	7661	No	NA	10	1	1	Low-quality	Genome-fragment	13.47	AAI-based (medium-confidence)	0.0	1.0	
TLL53_223664__full	5816	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL53_283053__full	10709	No	NA	22	1	0	Low-quality	Genome-fragment	14.74	HMM-based (lower-bound)	0.0	1.0	
TLL53_120599__full	5550	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_187581__full	9681	No	NA	15	4	0	Low-quality	Genome-fragment	10.43	HMM-based (lower-bound)	0.0	1.0	
TLL53_183465__full	5114	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_84419__full	6566	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_240411__full	9539	No	NA	7	2	1	Low-quality	Genome-fragment	11.21	HMM-based (lower-bound)	0.0	1.0	
TLL53_3479__full	7880	No	NA	13	0	0	Low-quality	Genome-fragment	20.78	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL53_14907__full	8690	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_45974__full	7879	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_131348__full	5305	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_253994__full	5389	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL53_20447__full	12001	No	NA	13	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
TLL53_28134__full	5483	No	NA	8	0	0	Low-quality	Genome-fragment	8.12	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
TLL53_33990__full	5980	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_52249__full	7914	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_68050__full	5842	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL53_108686__full	6629	No	NA	11	2	0	Low-quality	Genome-fragment	4.38	HMM-based (lower-bound)	0.0	1.0	
TLL53_124389__full	5957	No	NA	8	1	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0.0	1.0	
TLL53_174991__full	12893	No	NA	14	1	1	Low-quality	Genome-fragment	14.47	HMM-based (lower-bound)	0.0	1.0	
TLL53_186621__full	6635	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL53_198837__full	7051	No	NA	5	0	0	Low-quality	Genome-fragment	7.46	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL53_199537__full	8191	No	NA	9	0	0	Low-quality	Genome-fragment	22.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL53_204345__full	8102	No	NA	13	1	0	Low-quality	Genome-fragment	5.13	HMM-based (lower-bound)	0.0	1.0	
TLL53_318849__full	5272	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_215393__full_1	11400	No	NA	18	3	1	Low-quality	Genome-fragment	12.64	HMM-based (lower-bound)	0.0	1.0	
TLL54_34256__full_1	9294	No	NA	17	2	0	Low-quality	Genome-fragment	1.94	HMM-based (lower-bound)	0.0	1.0	
TLL54_134376__full	9984	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_1469__full	7420	No	NA	9	1	0	Low-quality	Genome-fragment	9.18	HMM-based (lower-bound)	0.0	1.0	
TLL54_6509__full	6081	No	NA	10	1	0	Low-quality	Genome-fragment	47.14	AAI-based (high-confidence)	0.0	1.0	
TLL54_139913__full	5058	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_154160__full	6600	No	NA	11	2	0	Low-quality	Genome-fragment	16.77	AAI-based (high-confidence)	0.0	1.0	
TLL54_220385__full	5368	No	NA	8	0	0	Low-quality	Genome-fragment	6.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL54_299384__full	6792	No	NA	3	0	0	Low-quality	Genome-fragment	7.32	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL54_113195__full	11699	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_276746__full	12348	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_12037__full	12954	No	NA	10	1	1	Low-quality	Genome-fragment	5.26	HMM-based (lower-bound)	0.0	1.0	
TLL54_33054__full	18934	No	NA	24	2	0	Low-quality	Genome-fragment	16.45	HMM-based (lower-bound)	0.0	1.0	
TLL54_41135__full	9261	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_34843__full	6696	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_73022__full	6916	No	NA	11	0	0	Low-quality	Genome-fragment	14.38	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL54_163605__full	8304	No	NA	17	2	1	Low-quality	Genome-fragment	16.29	AAI-based (medium-confidence)	0.0	1.0	
TLL54_38224__full	6688	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_35439__full	6894	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_52961__full	13112	No	NA	21	2	0	Low-quality	Genome-fragment	30.48	AAI-based (high-confidence)	0.0	1.0	
TLL54_224642__full	5940	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_12932__full	5709	No	NA	6	0	0	Low-quality	Genome-fragment	4.14	AAI-based (medium-confidence)	0.0	1.03	no viral genes detected
TLL54_145294__full	5379	No	NA	11	2	0	Low-quality	Genome-fragment	2.82	HMM-based (lower-bound)	0.0	1.0	
TLL54_240256__full	7810	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_295535__full	9030	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_327114__full	6167	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_146585__full	10538	No	NA	9	1	1	Low-quality	Genome-fragment	22.18	HMM-based (lower-bound)	0.0	1.0	
TLL54_19344__full	5010	No	NA	6	1	0	Low-quality	Genome-fragment	3.17	HMM-based (lower-bound)	0.0	1.0	
TLL54_33978__full	5625	No	NA	7	0	0	Low-quality	Genome-fragment	11.23	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL54_66967__full	11288	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL54_69530__full	5955	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL54_80912__full	5410	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL54_85686__full	5700	No	NA	4	0	0	Low-quality	Genome-fragment	3.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL54_103639__full	5928	No	NA	7	1	0	Low-quality	Genome-fragment	7.83	AAI-based (medium-confidence)	0.0	1.0	
TLL54_113887__full	9225	No	NA	15	0	0	Low-quality	Genome-fragment	13.21	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL54_131317__full	6292	No	NA	9	0	0	Low-quality	Genome-fragment	7.42	AAI-based (medium-confidence)	0.0	1.02	no viral genes detected
TLL54_192018__full	5165	No	NA	9	1	0	Low-quality	Genome-fragment	13.21	AAI-based (medium-confidence)	0.0	1.0	
TLL54_243813__full	5884	No	NA	7	2	0	Low-quality	Genome-fragment	3.72	HMM-based (lower-bound)	0.0	1.0	
TLL55_76565__full_1	23754	No	NA	33	12	0	Medium-quality	Genome-fragment	66.67	AAI-based (high-confidence)	0.0	1.0	
TLL55_69635__full_1	27100	No	NA	33	9	1	High-quality	High-quality	93.94	AAI-based (high-confidence)	0.0	1.0	
TLL55_13493__full_1	5285	No	NA	9	2	0	Low-quality	Genome-fragment	11.21	AAI-based (medium-confidence)	0.0	1.0	
TLL55_94292__full_1	27721	No	NA	50	12	1	Medium-quality	Genome-fragment	70.46	AAI-based (medium-confidence)	0.0	1.0	
TLL55_7096__full	5740	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.07	no viral genes detected
TLL55_61306__full	5631	No	NA	7	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
TLL55_65127__full	7768	No	NA	19	4	0	Low-quality	Genome-fragment	9.35	AAI-based (medium-confidence)	0.0	1.0	
TLL55_76501__full	6465	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_117186__full	6134	No	NA	9	0	0	Low-quality	Genome-fragment	11.23	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_6994__full	9089	No	NA	6	0	0	Low-quality	Genome-fragment	11.63	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL55_23211__full	9563	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_72367__full	5098	No	NA	7	0	0	Low-quality	Genome-fragment	11.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_245942__full	6261	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_3416__full	6674	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_43731__full	11281	No	NA	20	4	0	Low-quality	Genome-fragment	13.43	HMM-based (lower-bound)	0.0	1.0	
TLL55_33224__full	5895	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_102502__full	5019	No	NA	6	1	0	Low-quality	Genome-fragment	10.29	HMM-based (lower-bound)	0.0	1.0	
TLL55_185467__full	10727	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_18398__full	6393	No	NA	11	1	0	Low-quality	Genome-fragment	3.57	HMM-based (lower-bound)	0.0	1.01	
TLL55_204123__full	6650	No	NA	12	2	1	Low-quality	Genome-fragment	8.46	AAI-based (medium-confidence)	0.0	1.0	
TLL55_14347__full	6379	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_30603__full	7143	No	NA	7	0	0	Low-quality	Genome-fragment	5.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_75570__full	5993	No	NA	9	1	0	Low-quality	Genome-fragment	5.32	HMM-based (lower-bound)	0.0	1.0	
TLL55_137147__full	7075	No	NA	7	0	0	Low-quality	Genome-fragment	6.91	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_112__full	5533	No	NA	8	1	0	Low-quality	Genome-fragment	8.37	HMM-based (lower-bound)	0.0	1.01	
TLL55_52096__full	9623	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL55_60799__full	6962	No	NA	14	1	1	Low-quality	Genome-fragment	3.93	HMM-based (lower-bound)	0.0	1.0	
TLL55_983__full	9462	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_4480__full	8846	No	NA	12	1	1	Low-quality	Genome-fragment	5.95	HMM-based (lower-bound)	0.0	1.0	
TLL55_14450__full	5148	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_16728__full	6957	No	NA	7	1	0	Low-quality	Genome-fragment	39.75	AAI-based (high-confidence)	0.0	1.0	
TLL55_31596__full	5718	No	NA	7	0	0	Low-quality	Genome-fragment	8.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_44063__full	5716	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL55_76912__full	5582	No	NA	11	0	0	Low-quality	Genome-fragment	15.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL55_104120__full	7573	No	NA	8	2	0	Low-quality	Genome-fragment	11.1	AAI-based (high-confidence)	0.0	1.0	
TLL55_163556__full	5579	No	NA	9	1	0	Low-quality	Genome-fragment	3.44	HMM-based (lower-bound)	0.0	1.0	
TLL55_173063__full	5149	No	NA	10	0	0	Medium-quality	Genome-fragment	81.11	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL55_184312__full	11903	No	NA	17	2	2	Low-quality	Genome-fragment	5.62	HMM-based (lower-bound)	0.0	1.0	
TLL55_203120__full	8228	No	NA	20	4	0	Low-quality	Genome-fragment	17.77	AAI-based (medium-confidence)	0.0	1.0	
TLL55_216164__full	6098	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_38170__0_partial_1	9729	No	NA	3	1	0	Low-quality	Genome-fragment	25.75	AAI-based (medium-confidence)	0.0	1.0	
TLL56_98440__full_1	9002	No	NA	10	3	0	Low-quality	Genome-fragment	13.35	HMM-based (lower-bound)	0.0	1.0	
TLL56_17055__full_1	14183	No	NA	21	20	0	Low-quality	Genome-fragment	30.09	AAI-based (medium-confidence)	0.0	1.0	
TLL56_78984__full_1	7044	No	NA	13	2	0	Low-quality	Genome-fragment	7.81	HMM-based (lower-bound)	0.0	1.0	
TLL56_72985__0_partial	11235	No	NA	13	3	2	Low-quality	Genome-fragment	6.12	HMM-based (lower-bound)	0.0	1.0	
TLL56_213458__0_partial	12839	No	NA	14	2	1	Low-quality	Genome-fragment	14.77	HMM-based (lower-bound)	0.0	1.0	
TLL56_7080__full	8454	No	NA	11	0	0	Low-quality	Genome-fragment	10.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL56_74133__full	5480	No	NA	4	1	0	Low-quality	Genome-fragment	7.25	HMM-based (lower-bound)	0.0	1.0	
TLL56_8982__full	5183	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_199588__full	5954	No	NA	7	0	0	Low-quality	Genome-fragment	9.16	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_192344__full	5429	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected; low-confidence DTR
TLL56_118684__full	5576	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_256819__full	5770	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_8442__full	8127	No	NA	13	1	0	Low-quality	Genome-fragment	5.56	HMM-based (lower-bound)	0.0	1.0	
TLL56_26821__full	5034	No	NA	5	0	0	Low-quality	Genome-fragment	11.98	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_123119__full	7378	No	NA	11	2	0	Low-quality	Genome-fragment	14.08	HMM-based (lower-bound)	0.0	1.0	
TLL56_134344__full	8416	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL56_134778__full	6066	No	NA	12	4	1	Low-quality	Genome-fragment	9.78	AAI-based (medium-confidence)	0.0	1.0	
TLL56_9719__full	6518	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_10554__full	5198	No	NA	5	0	0	Low-quality	Genome-fragment	6.24	AAI-based (high-confidence)	0.0	1.04	no viral genes detected
TLL56_12499__full	5074	No	NA	12	1	0	Low-quality	Genome-fragment	4.61	HMM-based (lower-bound)	0.0	1.0	
TLL56_16062__full	6401	No	NA	8	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
TLL56_20824__full	7397	No	NA	9	1	0	Low-quality	Genome-fragment	31.45	AAI-based (medium-confidence)	0.0	1.0	
TLL56_28962__full	7712	No	NA	3	0	0	Low-quality	Genome-fragment	7.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_37053__full	9338	No	NA	9	1	0	Medium-quality	Genome-fragment	78.18	AAI-based (high-confidence)	0.0	1.0	
TLL56_41624__full	6432	No	NA	12	1	1	Low-quality	Genome-fragment	12.93	AAI-based (medium-confidence)	0.0	1.0	
TLL56_51524__full	5340	No	NA	10	1	0	Low-quality	Genome-fragment	9.27	AAI-based (medium-confidence)	0.0	1.0	
TLL56_77185__full	6543	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_87470__full	5492	No	NA	9	1	0	Low-quality	Genome-fragment	3.04	HMM-based (lower-bound)	0.0	1.0	
TLL56_88715__full	6090	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_90046__full	7345	No	NA	3	0	0	Low-quality	Genome-fragment	7.47	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_94566__full	7700	No	NA	8	2	0	Low-quality	Genome-fragment	7.22	HMM-based (lower-bound)	0.0	1.02	
TLL56_105245__full	7604	No	NA	13	0	0	Low-quality	Genome-fragment	22.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_107763__full	5855	No	NA	9	1	0	Low-quality	Genome-fragment	8.86	HMM-based (lower-bound)	0.0	1.0	
TLL56_110999__full	5383	No	NA	7	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.01	
TLL56_115254__full	6164	No	NA	9	0	0	Low-quality	Genome-fragment	10.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL56_122686__full	13449	No	NA	16	4	1	Low-quality	Genome-fragment	22.33	HMM-based (lower-bound)	0.0	1.0	
TLL56_125383__full	6265	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_139668__full	5443	No	NA	6	0	0	Low-quality	Genome-fragment	5.46	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL56_153375__full	7693	No	NA	10	2	0	Low-quality	Genome-fragment	18.65	AAI-based (medium-confidence)	0.0	1.0	
TLL56_186162__full	6764	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_224429__full	6231	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL56_234209__full	5080	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL56_243697__full	9021	No	NA	8	1	1	Low-quality	Genome-fragment	6.46	HMM-based (lower-bound)	0.0	1.0	
TLL56_274416__full	5215	No	NA	13	1	0	Low-quality	Genome-fragment	6.33	AAI-based (high-confidence)	0.0	1.0	
TLL57_364784__full_1	14597	No	NA	28	4	0	Low-quality	Genome-fragment	28.05	AAI-based (high-confidence)	0.0	1.0	
TLL57_4713__full_1	10798	No	NA	15	4	1	Low-quality	Genome-fragment	23.27	AAI-based (medium-confidence)	0.0	1.0	
TLL57_200653__full_1	10476	No	NA	12	3	0	Low-quality	Genome-fragment	21.11	AAI-based (high-confidence)	0.0	1.0	
TLL57_80107__full_1	8666	No	NA	11	7	0	Low-quality	Genome-fragment	20.62	AAI-based (high-confidence)	0.0	1.0	
TLL57_259332__full_1	11396	No	NA	18	4	0	Low-quality	Genome-fragment	34.73	AAI-based (high-confidence)	0.0	1.0	
TLL57_27997__full_1	5990	No	NA	9	5	0	Low-quality	Genome-fragment	13.03	AAI-based (high-confidence)	0.0	1.0	
TLL57_270620__full	10056	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_10434__full	6481	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_274196__full	11401	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_291099__full	10311	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_249931__full	8088	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_35449__full	7579	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_62403__full	8280	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_231721__full	5215	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_196685__full	6554	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_107916__full	5628	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_125889__full	7447	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL57_33961__full	6440	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL57_124761__full	5922	No	NA	12	0	0	Low-quality	Genome-fragment	10.21	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL57_201953__full	5813	No	NA	7	1	0	Low-quality	Genome-fragment	8.8	HMM-based (lower-bound)	0.0	1.0	
TLL57_291698__full	10387	No	NA	10	0	0	Low-quality	Genome-fragment	19.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL57_44144__full	6336	No	NA	9	2	0	Low-quality	Genome-fragment	22.89	AAI-based (medium-confidence)	0.0	1.0	
TLL57_70249__full	13146	No	NA	24	0	0	Low-quality	Genome-fragment	6.05	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
